id|first_name|last_name|phone|addr1|addr2|city|state|zipcode|account|details1|amount1|details2|amount2|details3|amount3
859|Brana|Hillyatt|513-713-8576|Blackbird|0 Lotheville Lane|Cincinnati|OH|45243|3531375649956297|Beauty|8992.98|Home|7479.71|Music|220.95
860|Celene|Paradyce|330-448-2118|Elgar|15827 Caliangt Drive|Akron|OH|44310|30064511598914|Home|8469.28|Industrial|3158.35|Shoes|2230.04
861|Bernarr|Goddman|251-290-7280|Delaware|4057 Debs Court|Mobile|AL|36616|3543882088015614|Garden|4583.38|Outdoors|3412.36|Tools|2759.66
862|Catina|Samwaye|405-553-7007|Springs|1 Marquette Center|Oklahoma City|OK|73157|30418354181578|Outdoors|503.30|Computers|2556.10|Garden|9951.35
863|Ilyssa|Sarjeant|229-635-7737|Nova|2 Gerald Crossing|Valdosta|GA|31605|379391451907022|Automotive|8536.57|Clothing|4453.63|Home|3437.04
864|Ashlie|Libbis|719-524-2619|Banding|83 Artisan Way|Colorado Springs|CO|80935|3554782676248377|Movies|8995.52|Computers|9530.51|Computers|2124.56
865|Obadias|Shiel|202-289-8008|Utah|966 Maple Wood Street|Washington|DC|20099|6304257030011378202|Sports|1102.18|Tools|3461.08|Movies|8435.54
866|Casi|Antonsson|757-223-4906|Oakridge|194 Village Center|Newport News|VA|23605|3533842818374964|Automotive|1243.82|Grocery|8448.49|Baby|9615.01
867|Lyda|Burkin|260-637-2742|Grasskamp|3 Fairview Way|Fort Wayne|IN|46867|5602256745662337|Clothing|9121.41|Sports|4538.12|Home|5079.09
868|Blondie|Stein|202-351-5338|Burning Wood|735 Steensland Parkway|Washington|DC|20231|3549971528378791|Shoes|2713.44|Sports|1460.45|Beauty|7581.55
869|Sybyl|Covendon|901-192-7703|Derek|66779 Di Loreto Circle|Memphis|TN|38126|3580868757064748|Beauty|5416.27|Outdoors|7986.40|Beauty|386.46
870|Meridith|Cleugh|414-370-0181|Express|51215 Reinke Point|Milwaukee|WI|53210|3528270752384061|Outdoors|3360.88|Toys|9000.10|Sports|4109.50
871|Micky|Larkin|317-812-0241|Caliangt|80566 Little Fleur Place|Indianapolis|IN|46216|201636579466754|Automotive|4026.97|Kids|1764.93|Music|7424.76
872|Katina|Domelow|915-592-4574|Colorado|771 Dexter Crossing|El Paso|TX|79999|3568698302151013|Outdoors|6517.35|Toys|7409.76|Beauty|7013.20
873|Viviene|Hawkwood|704-164-7787|Raven|6 Annamark Park|Charlotte|NC|28247|30074088543938|Home|525.00|Home|4498.97|Jewelry|5596.93
874|Innis|Murrthum|317-159-1464|Sycamore|23650 Heffernan Way|Indianapolis|IN|46295|3576018943325431|Jewelry|3732.81|Jewelry|8161.75|Electronics|5061.80
875|Matteo|Povlsen|727-999-5941|Cordelia|4713 Crescent Oaks Circle|Saint Petersburg|FL|33715|3537720111389523|Music|3595.85|Computers|7867.37|Industrial|8874.75
876|Terese|Kimbley|410-193-1203|Fuller|6 Sheridan Road|Baltimore|MD|21211|3543725419222682|Home|7934.52|Health|4470.34|Toys|9736.39
877|Lyle|Paff|651-487-3764|6th|6734 Susan Junction|Saint Paul|MN|55115|675905402846695701|Kids|5925.24|Toys|6599.25|Tools|9766.48
878|Lavinia|Lethbridge|210-981-1170|Dahle|2 Service Alley|San Antonio|TX|78278|4905650754189819|Automotive|4791.20|Baby|798.62|Clothing|493.34
879|Marla|Pennington|915-201-3862|Prairie Rose|59918 Burning Wood Road|El Paso|TX|88563|3552723204433687|Kids|2431.62|Tools|657.10|Outdoors|5739.70
880|Linda|Wetter|571-298-7149|Reindahl|7359 Bashford Way|Springfield|VA|22156|6767785525548248926|Movies|8761.64|Toys|5334.54|Grocery|7201.97
881|Irene|Wloch|512-892-7008|Buena Vista|14899 Center Center|Austin|TX|78744|3567121932478285|Jewelry|8797.80|Automotive|6530.75|Books|7824.15
882|Dov|Elsley|402-368-1109|Everett|80255 Clarendon Road|Omaha|NE|68117|3542698508255908|Movies|2053.21|Jewelry|4945.14|Grocery|5784.36
883|Toby|Tuiller|732-579-5783|Hazelcrest|4 Brickson Park Park|New Brunswick|NJ|08922|3568313362345329|Toys|6838.09|Computers|9354.38|Health|564.11
884|Angelo|Hallbord|205-894-8656|Express|5 Buell Lane|Birmingham|AL|35263|3546290654110974|Kids|7858.63|Grocery|7624.64|Electronics|6420.50
885|Sari|Goford|513-706-7765|Cherokee|52 Barby Lane|Cincinnati|OH|45249|6386169067061097|Beauty|5073.32|Music|4842.83|Shoes|6471.20
886|Vinnie|Curuclis|713-818-8770|Bunker Hill|792 Banding Way|Houston|TX|77206|0604420812690660518|Kids|2618.77|Movies|5554.63|Music|3213.48
887|Dina|Boreham|404-453-4633|Forest|27 Westend Plaza|Atlanta|GA|30358|3562421673927275|Clothing|7789.48|Books|6927.82|Kids|7653.69
888|Ilyse|Trythall|202-133-8553|Kingsford|27 Haas Crossing|Washington|DC|20520|374283826810541|Electronics|8375.82|Kids|803.61|Clothing|296.09
889|Persis|Piotr|862-531-5418|Holy Cross|59 Portage Street|Newark|NJ|07188|30453788547045|Kids|4240.83|Shoes|7532.63|Beauty|9105.59
890|Billye|Thwaites|612-376-4852|Kensington|9 Little Fleur Court|Minneapolis|MN|55470|3564284365755406|Grocery|605.55|Automotive|3817.91|Clothing|71.52
891|Trumann|Klimkowski|785-776-9058|Dawn|6 Havey Crossing|Topeka|KS|66667|3553301748492359|Games|1474.02|Electronics|9879.71|Music|9305.60
892|Clarke|Crisp|253-914-5050|Stone Corner|5190 Stoughton Alley|Tacoma|WA|98464|3562339979113459|Electronics|8537.52|Industrial|694.89|Clothing|9629.58
893|Elisabetta|Bramsen|206-555-1323|Scofield|0268 Leroy Circle|Seattle|WA|98140|3530433113815159|Clothing|6273.15|Tools|8704.58|Books|7658.68
894|Audy|Sowman|646-673-4268|Hintze|0 Sugar Lane|New York City|NY|10060|5602238615913404|Tools|1321.14|Sports|7197.22|Baby|9761.37
895|Fielding|Stickland|323-525-0725|Norway Maple|9168 Pankratz Road|Los Angeles|CA|90094|3566482411662240|Movies|71.85|Music|3544.81|Grocery|8318.16
896|Daron|Barnwell|630-636-4237|Waywood|21 Saint Paul Place|Naperville|IL|60567|3567553678904506|Jewelry|8242.40|Games|5221.47|Grocery|3.98
897|Alica|Klyner|813-139-4988|Everett|1776 Aberg Junction|Tampa|FL|33661|3562883721642471|Movies|5554.63|Jewelry|1828.00|Home|1921.45
898|Liz|Twinning|336-429-3661|Fordem|10 Thierer Street|High Point|NC|27264|36597231054530|Computers|3178.16|Health|2023.38|Shoes|4146.82
899|Emalia|Murrock|503-604-4010|Hollow Ridge|63 Calypso Circle|Portland|OR|97221|3574191446853324|Health|2514.89|Electronics|3328.24|Health|9326.74
900|Harris|Kivlehan|212-954-7511|3rd|47001 Clemons Hill|New York City|NY|10150|3588532120844150|Shoes|8858.54|Sports|5556.79|Clothing|4325.63
901|Melessa|Gatling|231-393-8835|Northland|38 Northwestern Drive|Muskegon|MI|49444|3573477510250880|Garden|4859.90|Tools|1026.84|Clothing|187.64
902|Auberon|Halwell|682-933-5272|Oriole|31 Autumn Leaf Hill|Denton|TX|76205|3583811939493267|Books|2602.90|Kids|1990.41|Books|6909.50
903|Arnoldo|Whiten|316-483-3610|Heffernan|794 Eliot Plaza|Wichita|KS|67260|6761088585977573|Movies|0.36|Tools|2463.64|Health|376.27
904|Jamal|Skull|559-839-1893|Spohn|2 Carey Point|Fresno|CA|93773|67591014587965778|Electronics|8300.35|Sports|7540.35|Clothing|1835.62
905|Erinna|Anthill|765-297-5349|Chinook|818 Forster Street|Anderson|IN|46015|5602217813871002|Shoes|8651.84|Health|4401.66|Movies|6193.06
906|Vikki|Gellert|818-862-8479|Scoville|84 Maywood Way|Glendale|CA|91210|3549317978304012|Home|1670.35|Outdoors|7528.41|Kids|8768.74
907|Ilsa|Zannotelli|203-465-8277|Alpine|3 Bluejay Avenue|New Haven|CT|06510|5610630145629221|Clothing|8291.93|Automotive|1677.25|Sports|4970.84
908|Audrie|Lotherington|360-122-7189|Fairfield|90775 Lakewood Way|Olympia|WA|98506|6759087970234821481|Clothing|334.04|Automotive|8619.82|Shoes|2705.97
909|Evelina|Dowsing|505-360-5673|Bashford|596 Kennedy Center|Albuquerque|NM|87180|5602228000253136|Sports|5197.00|Games|3273.17|Kids|738.37
910|Kandy|Tschierse|214-488-9717|Carberry|369 Crest Line Plaza|Irving|TX|75037|3540769157994832|Clothing|8074.74|Home|6600.41|Clothing|707.71
911|Katheryn|Summerscales|801-171-4035|Atwood|32380 Clyde Gallagher Terrace|Salt Lake City|UT|84105|3587582978672600|Music|323.43|Books|1820.51|Sports|3623.94
912|Mace|Edge|412-812-9544|Kropf|3 Hollow Ridge Avenue|Mc Keesport|PA|15134|3564040912711932|Outdoors|3016.39|Home|4525.72|Computers|3000.10
913|Hans|Stapylton|215-170-5033|Forster|1537 Vahlen Place|Philadelphia|PA|19125|5100132009635490|Home|9575.11|Grocery|8571.80|Grocery|2507.25
914|Herculie|Navan|817-399-8625|Sutteridge|72976 Eliot Terrace|Fort Worth|TX|76121|5108752901926432|Music|2498.40|Sports|9026.52|Industrial|2948.03
915|Hyman|Silliman|212-293-3848|Southridge|4354 Acker Center|Jamaica|NY|11431|30290449208926|Garden|2728.80|Outdoors|151.07|Sports|4016.44
916|Kristan|Lejeune|915-190-2830|Clove|8 Sutteridge Junction|El Paso|TX|79977|201691954877588|Health|9401.32|Electronics|3129.77|Shoes|25.97
917|Tammara|Saunier|786-435-1759|Clarendon|67846 Burning Wood Lane|Miami|FL|33134|3560391651112103|Industrial|7283.40|Home|9648.46|Movies|2930.11
918|Charlotta|Learmonth|904-541-0383|Nelson|4412 Comanche Drive|Jacksonville|FL|32220|343514839388820|Music|7526.33|Tools|8019.39|Health|8988.75
919|Marice|MacGlory|571-234-4155|Bunting|60518 Donald Center|Arlington|VA|22212|3540272177807308|Shoes|4939.54|Toys|1817.92|Sports|3015.91
920|Paige|Breming|212-936-9183|Harper|64 Stone Corner Pass|New York City|NY|10131|30567666302569|Beauty|9202.98|Tools|6425.66|Home|5247.51
921|Agathe|Bentson|574-210-7718|Eagle Crest|621 Shasta Avenue|South Bend|IN|46614|3587954170389939|Clothing|9966.07|Electronics|9986.92|Toys|9169.02
922|Gabbie|Maleham|850-859-4194|Armistice|7 Parkside Street|Pinellas Park|FL|34665|3573024022876941|Movies|713.91|Kids|7459.22|Toys|8159.59
923|Annmaria|Stuttard|816-981-6309|Springview|77262 Vernon Trail|Shawnee Mission|KS|66205|5602224173629277|Baby|1037.19|Kids|9765.91|Games|3053.70
924|Alla|Markus|334-378-5084|Sunbrook|9907 Cambridge Parkway|Montgomery|AL|36134|201932175558858|Tools|2571.82|Clothing|9333.95|Clothing|3322.55
925|Itch|Grane|860-793-7300|Granby|0 Blue Bill Park Drive|Hartford|CT|06140|5602238539271327|Baby|8362.62|Toys|2929.95|Beauty|4916.43
926|Thorpe|Leithgoe|915-128-6050|Forest Run|86460 Linden Terrace|El Paso|TX|88579|3572487135420991|Games|1788.89|Movies|6134.54|Baby|1008.46
927|Floyd|Brickdale|719-564-9119|Graedel|54 Harper Park|Colorado Springs|CO|80945|3577621885306746|Books|5553.87|Health|4771.64|Kids|7496.51
928|Malva|Milan|405-506-4870|Swallow|6 Amoth Way|Oklahoma City|OK|73114|6763983608415275955|Home|3474.57|Garden|495.78|Grocery|4011.32
929|Wolfie|Sedgmond|305-451-0874|Surrey|2778 Hooker Alley|Miami|FL|33261|3569296271547359|Baby|4573.68|Electronics|5183.79|Music|9257.23
930|Nelia|Halversen|612-847-0045|Jenifer|7647 Colorado Point|Saint Paul|MN|55114|5100130816817160|Health|3747.35|Computers|5200.97|Grocery|4189.31
931|Ronna|Leinthall|312-562-3778|Union|96217 Morningstar Crossing|Chicago|IL|60681|5602259565121665|Grocery|3434.20|Clothing|4508.85|Baby|778.61
932|Raina|Stienton|570-130-2708|Kipling|045 Ryan Junction|Scranton|PA|18505|633323937118544510|Home|7664.32|Grocery|5677.46|Sports|6305.89
933|Vincents|Trippick|812-270-0696|Norway Maple|6518 Melody Hill|Evansville|IN|47719|3588446208578434|Garden|5816.95|Health|3717.90|Grocery|1935.80
934|Garey|Hurle|443-112-0605|Birchwood|993 Nova Park|Baltimore|MD|21239|3588755130098356|Automotive|9800.78|Baby|3070.99|Outdoors|6825.25
935|Fletch|Barlass|956-724-0975|Lotheville|0 Chinook Trail|Laredo|TX|78044|560225395354196269|Sports|8310.19|Baby|1167.33|Toys|4071.31
936|Amy|Killelea|314-320-3174|Union|00 Daystar Junction|Saint Louis|MO|63104|3578039727410890|Automotive|9568.88|Outdoors|6826.28|Kids|2100.06
937|Biddie|Ebbers|512-470-3657|Westport|1430 Scofield Avenue|Austin|TX|78737|5602244322447074|Sports|3533.06|Toys|8711.11|Shoes|4750.68
938|Philbert|Puttan|225-813-0931|Northfield|63490 Cardinal Alley|Baton Rouge|LA|70836|3570643489826140|Clothing|8196.91|Garden|266.30|Home|8045.40
939|Wendie|Kinsley|256-441-9953|Hovde|8 Warner Plaza|Huntsville|AL|35810|6334311005158378|Games|6817.87|Movies|439.13|Home|380.64
940|Beck|Scarborough|251-225-9777|Iowa|80 Ohio Place|Mobile|AL|36622|3562803889714854|Movies|448.11|Automotive|700.01|Movies|3832.73
941|Buck|Lamyman|970-471-0943|Lukken|56593 Waubesa Circle|Grand Junction|CO|81505|4936956913374868|Kids|1289.63|Industrial|9707.43|Industrial|6869.12
942|Zebedee|Knightsbridge|713-617-3513|Hansons|7464 Mariners Cove Center|Houston|TX|77260|4913342270438041|Kids|5489.24|Computers|7085.87|Automotive|7042.58
943|Allegra|McGonnell|202-887-5149|Hoffman|252 Sunnyside Street|Washington|DC|20310|4175000827773848|Home|8220.25|Home|917.39|Books|5271.66
944|Lane|Train|717-383-4078|Leroy|292 Bobwhite Trail|Harrisburg|PA|17126|5602242215210641|Jewelry|6610.50|Games|2291.69|Movies|7133.98
945|Annie|Grewar|706-912-0837|Independence|43 6th Avenue|Athens|GA|30605|5602259518204139|Automotive|1628.97|Tools|4340.36|Tools|3670.45
946|Beatrice|Sunnex|315-922-1241|Holmberg|5621 Prairieview Avenue|Syracuse|NY|13224|3532123158634809|Toys|5574.00|Clothing|9741.28|Books|9834.72
947|Roarke|Drane|573-411-3185|Toban|42 Holy Cross Point|Jefferson City|MO|65105|3543822523837024|Books|9164.87|Outdoors|7939.04|Music|7924.59
948|Candie|Cockaday|215-100-2239|Vidon|834 Cherokee Park|Philadelphia|PA|19191|201728573435362|Computers|7860.54|Computers|7100.03|Games|4067.68
949|Keary|Riolfo|208-100-4429|Muir|692 Holy Cross Park|Boise|ID|83732|3570960848133418|Toys|4835.99|Garden|4229.83|Games|9964.04
950|Alexine|Bloore|517-225-6758|Fieldstone|28045 Hudson Circle|Lansing|MI|48919|3566009465982495|Clothing|8493.34|Movies|7295.20|Games|6214.98
951|Valina|Marval|407-624-1408|Fieldstone|94277 Eggendart Crossing|Orlando|FL|32854|3558625939445650|Shoes|9099.52|Health|6032.30|Beauty|2872.61
952|Gualterio|Ferns|718-245-2588|Lakeland|3 Charing Cross Trail|Brooklyn|NY|11210|589313068997134086|Outdoors|4146.44|Clothing|2166.25|Shoes|8589.49
953|Madel|Streeter|334-144-9285|4th|9028 Di Loreto Street|Montgomery|AL|36125|5602224819274575126|Toys|1731.95|Grocery|5014.91|Computers|3113.39
954|Wallace|Newlands|719-508-3818|Declaration|92593 Eastwood Hill|Pueblo|CO|81005|3572601440914791|Sports|8372.60|Movies|5820.82|Tools|8988.51
955|Glynnis|Nalder|616-966-9994|Maple|11 Shoshone Road|Grand Rapids|MI|49518|675925594131045232|Clothing|2493.03|Tools|4756.88|Music|4876.67
956|Sibilla|Girardoni|334-493-0331|Monterey|96 Randy Point|Montgomery|AL|36119|5002354587163542|Tools|8661.75|Kids|8535.16|Sports|8801.32
957|Evyn|Stannus|626-404-2072|Pierstorff|7 Kenwood Pass|Alhambra|CA|91841|5602226176597120|Industrial|6029.85|Grocery|5484.12|Outdoors|4588.22
958|Aubert|Redley|971-714-7153|Forest|9062 Blaine Plaza|Portland|OR|97271|3536135686629198|Toys|1819.67|Health|6592.70|Clothing|3922.27
959|Berti|Davidow|785-389-3249|Transport|241 Shopko Place|Topeka|KS|66642|3568066960071172|Computers|4067.29|Baby|1961.21|Books|9575.15
960|Prudence|Palluschek|352-501-1209|Grim|15267 Anderson Road|Ocala|FL|34474|5564261439409389|Electronics|7179.28|Industrial|1636.06|Jewelry|9614.20
961|Renell|Becraft|404-319-5766|La Follette|50 Lotheville Park|Atlanta|GA|31165|633302406949313805|Automotive|1500.07|Automotive|7033.40|Beauty|6583.92
962|Vere|Sandars|863-957-1449|Commercial|0516 Rigney Crossing|Lehigh Acres|FL|33972|3545205181316556|Industrial|9564.01|Garden|745.45|Sports|1365.62
963|Janel|Dubbin|816-734-4892|Bobwhite|6 Cascade Road|Kansas City|MO|64125|6759851727885276520|Health|6188.03|Kids|9276.84|Movies|7401.99
964|Gregorio|Millom|302-335-4742|Utah|91 Melody Center|Wilmington|DE|19886|3553973133266711|Movies|3056.44|Shoes|8432.15|Movies|719.58
965|Doll|Scown|770-624-3345|East|8119 Merry Park|Marietta|GA|30061|4471274447741946|Electronics|2946.46|Baby|6413.69|Movies|6607.48
966|Aurore|Caley|718-837-0748|Oriole|4 Dottie Court|New York City|NY|10270|3582371169565863|Clothing|2651.57|Jewelry|4628.88|Jewelry|2964.73
967|Lucille|Kerwen|707-122-5149|Laurel|17202 Pine View Avenue|Petaluma|CA|94975|30204882215223|Outdoors|8331.24|Sports|8538.38|Shoes|8534.12
968|Win|Buckthorp|515-292-1940|Quincy|79 Katie Junction|Des Moines|IA|50310|5002355228221250|Shoes|7343.42|Computers|3886.28|Tools|1075.61
969|Bone|Brewer|605-517-4722|Fair Oaks|95302 2nd Alley|Sioux Falls|SD|57105|6334106252813133|Tools|4226.13|Home|3605.55|Electronics|9970.97
970|Chiquita|Newitt|915-952-1528|Westerfield|5 Burning Wood Place|El Paso|TX|88569|4913552305015081|Health|7071.99|Grocery|2831.00|Sports|5935.42
971|Billy|Milburn|702-323-9899|Eliot|40932 Merchant Terrace|Las Vegas|NV|89150|3581619358876488|Grocery|2321.33|Baby|6939.70|Sports|1928.63
972|Mahmoud|Kingerby|415-399-5204|Ramsey|8 Butterfield Road|San Rafael|CA|94913|630448549060593555|Tools|6371.03|Computers|7160.76|Electronics|4985.31
973|Kim|Colyer|312-397-3972|Melrose|50685 Milwaukee Way|Chicago|IL|60636|5107608072407340|Grocery|9624.28|Sports|2456.12|Automotive|3030.95
974|Kathleen|Iacovini|253-184-6025|Chive|10 Duke Way|Tacoma|WA|98411|30282258247335|Home|2486.59|Home|4275.44|Garden|2844.83
975|Karyn|Carren|754-340-2661|Prentice|99419 Northfield Court|Fort Lauderdale|FL|33345|4917330825399517|Industrial|9131.92|Sports|4449.26|Electronics|2794.57
976|Evelin|Shere|864-200-2572|Marquette|784 Weeping Birch Street|Greenville|SC|29605|3565350138179759|Kids|6427.83|Games|1612.18|Kids|2305.75
977|Bette-ann|McTerrelly|718-560-3775|Rockefeller|22296 Forest Dale Court|Flushing|NY|11355|3579299611840581|Outdoors|6135.33|Tools|324.71|Music|7291.90
978|Juana|Briztman|908-869-9013|Rutledge|7022 Boyd Pass|Elizabeth|NJ|07208|5602231008026496|Electronics|416.74|Movies|5315.05|Kids|9219.79
979|Annabell|Caslett|253-488-4203|Florence|020 Merchant Road|Tacoma|WA|98464|5610929985863779|Sports|1906.46|Garden|6762.07|Books|8733.47
980|Umberto|Spoor|267-509-9920|Vernon|433 Fuller Point|Philadelphia|PA|19146|30330654791271|Electronics|4281.02|Movies|5766.99|Outdoors|6878.46
981|Aldus|Kerslake|706-212-7149|Hansons|005 Meadow Vale Drive|Athens|GA|30610|5108751737994184|Home|8695.25|Jewelry|5570.58|Electronics|8322.88
982|Sigvard|Teall|954-550-4105|Jenifer|9 Stone Corner Place|Fort Lauderdale|FL|33330|3557453924651039|Tools|8220.15|Automotive|8296.66|Books|9176.51
983|Lauraine|Cornew|303-459-9131|Hermina|5 Holy Cross Plaza|Denver|CO|80270|5108752379162015|Outdoors|9833.29|Music|663.99|Music|4342.33
984|Tildy|Windaybank|304-829-3148|Warner|3512 Fremont Pass|Charleston|WV|25336|5010122140578229|Home|2543.93|Books|199.66|Jewelry|1409.00
985|Pate|Blasl|806-587-5603|Londonderry|57457 Talmadge Trail|Amarillo|TX|79118|201400690678833|Beauty|2222.72|Industrial|5963.90|Sports|2662.97
986|Freeland|Fergusson|256-606-3329|Old Gate|5450 Shopko Plaza|Huntsville|AL|35805|5610276172240068|Toys|1817.68|Clothing|6496.00|Outdoors|7749.63
987|Melli|Zmitrichenko|916-678-1484|Kensington|00584 Saint Paul Point|Sacramento|CA|94250|3588144327402392|Outdoors|4194.78|Health|8833.99|Home|9915.72
988|Alfie|Railton|915-372-6076|Arrowood|1 Superior Street|El Paso|TX|88519|5010121521055864|Automotive|9248.96|Electronics|2472.34|Jewelry|158.66
989|Christal|O'Corrin|626-819-2993|Elka|8 Maple Lane|Pasadena|CA|91125|6759941633665567744|Kids|1321.71|Computers|1612.48|Garden|4238.98
990|Papageno|Snoddy|917-460-2316|Susan|8066 Lake View Trail|Jamaica|NY|11436|3541268364958077|Toys|7204.87|Baby|2710.19|Movies|2222.34
991|Kaitlynn|Filkin|570-434-1065|Sunnyside|06351 Paget Place|Wilkes Barre|PA|18706|5641822710046832180|Beauty|2033.74|Electronics|7022.05|Baby|1989.79
992|Marlowe|Furzer|727-396-3651|Rigney|259 Fair Oaks Park|Clearwater|FL|34620|3578115784920367|Shoes|9418.75|Computers|1950.23|Health|9898.93
993|Rosalind|Samwaye|215-829-8220|Troy|79690 Tennyson Circle|Philadelphia|PA|19160|3581575807569357|Computers|6044.22|Jewelry|2819.38|Clothing|5609.86
994|Sibel|Newcomen|713-869-9962|Golf Course|0596 Mendota Terrace|Houston|TX|77299|3549962482700021|Outdoors|4828.12|Baby|1046.81|Industrial|770.40
995|Korey|Konzelmann|404-348-9818|Mayer|8585 Killdeer Way|Lawrenceville|GA|30245|3557618610236283|Industrial|9800.45|Computers|5821.26|Grocery|7410.68
996|Irvin|Tiuit|478-520-1495|Fordem|915 Cardinal Street|Macon|GA|31210|5048379354039134|Music|6586.45|Shoes|2812.06|Sports|6261.05
997|Callida|Welburn|646-206-3649|American|2 Grayhawk Park|New York City|NY|10099|490399695703484385|Clothing|7123.25|Games|716.20|Music|4791.88
998|Micheil|Sanderson|603-630-1137|Prairieview|312 Dennis Drive|Portsmouth|NH|03804|3555634635008781|Health|9051.60|Kids|9062.07|Automotive|3566.08
999|Mead|Ellison|505-325-7229|Kedzie|99095 Fieldstone Parkway|Santa Fe|NM|87592|3550706266433473|Industrial|9746.72|Grocery|3684.03|Tools|2662.20
1000|Riobard|Margrett|804-905-6849|Eastwood|64 Heffernan Way|Richmond|VA|23242|5038149270062342|Grocery|2138.53|Sports|4675.79|Computers|5020.88
